번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(백만원),액면가(원),통화구분,대표전화,주소,총카운트
522,108860,디오텍,105802,소프트웨어 개발 및 공급업,"22,055,945","11,027,972,500","500",원(KRW),02-6333-6999,서울특별시 금천구  디지털로9길 65 백상스타타워1차 14층,2046
523,013570,디와이,137105,"회사본부, 지주회사 및 경영컨설팅 서비스업","26,319,633","13,159,816,500","500",원(KRW),032-810-4100,인천광역시 남동구  남동서로362번길 36 (남촌동),2046
524,207230,디와이엘엔제이,032803,절연선 및 케이블 제조업,"1,782,625","1,782,625,000","1,000",원(KRW),061-392-9521,전라남도 장성군 동화면 전자농공단지2길 36 ,2046
525,210540,디와이파워,032902,특수 목적용 기계 제조업,"11,041,708","5,520,854,000","500",원(KRW),055-278-0800,경상남도 창원시 성산구 웅남로 812 (성주동),2046
526,079810,디이엔티,032902,특수 목적용 기계 제조업,"8,300,000","4,150,000,000","500",원(KRW),(041)529-3456,충청남도 천안시 동남구  수신면 장산동길 32 ,2046
527,113810,디젠스,033003,자동차 부품 제조업,"19,483,750","9,741,875,000","500",원(KRW),041-906-2100,충남 아산시 음봉면 연암율금로 288-7,2046
528,043360,디지아이,032603,컴퓨터 및 주변장치 제조업,"9,000,000","4,500,000,000","500",원(KRW),031-820-8900,경기 양주군 회천읍 덕계리 517 ,2046
529,197140,디지캡,105802,소프트웨어 개발 및 공급업,"3,153,581","1,576,790,500","500",원(KRW),02-3477-2101,서울특별시 마포구 매봉산로 37 DMC 산학협력연구센터 8층 ,2046
530,106520,디지탈옵틱,032703,"안경, 사진장비 및 기타 광학기기 제조업","19,657,494","9,828,747,000","500",원(KRW),0317779361,"경기도 성남시 중원구  둔촌대로 484 비-103(상대원동,시콕스타워)",2046
531,068930,디지털대성,168505,일반 교습 학원,"22,152,223","11,076,111,500","500",원(KRW),(02)2104-8600,서울특별시 서초구  방배로 181 단우빌딩  ,2046
532,033130,디지틀조선,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개서비스업","37,115,267","18,557,633,500","500",원(KRW),02-3701-2821,서울특별시 중구  세종대로21길 52 (태평로1가) ,2046
533,033310,디케이디앤아이,032509,기타 금속가공제품 제조업,"21,972,411","10,986,205,500","500",원(KRW),02-2636-2431,서울특별시 영등포구  여의대로 14 KT빌딩 16층,2046
534,105740,디케이락,032901,일반 목적용 기계 제조업,"7,855,554","3,927,777,000","500",원(KRW),055-338-0114,경상남도 김해시 주촌면 골든루트로129번길 7 ,2046
535,187220,디티앤씨,137209,기타 과학기술 서비스업,"9,854,054","4,927,027,000","500",원(KRW),031-329-3411,경기도 용인시 처인구 유림로154번길 42 ,2046
536,026890,디피씨,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","41,678,175","20,839,087,500","500",원(KRW),031-599-0100,경기도 안산시 단원구  산단로19번길  145(목내동),2046
537,189700,디피앤케이,031401,봉제의복 제조업,"7,285,439","3,642,719,500","500",원(KRW),02-461-7067,서울특별시 광진구 동일로 334 (중곡동) ,2046
538,131180,딜리,032603,컴퓨터 및 주변장치 제조업,"29,350,000","2,935,000,000","100",원(KRW),031-860-5500,경기도 동두천시 강변로702번길 30 ,2046
539,042510,라온시큐어,105802,소프트웨어 개발 및 공급업,"31,809,612","15,904,806,000","500",원(KRW),02-561-4545,"서울특별시 강남구 봉은사로86길 6 (삼성동 레베쌍트 빌딩 6,7층)",2046
540,050120,라이브플렉스,074604,가정용품 도매업,"36,493,326","18,246,663,000","500",원(KRW),02-3446-4875,"서울특별시 강남구 논현로168길 18 (신사동,동신빌딩6층)",2046
541,171120,라이온켐텍,032004,기타 화학제품 제조업,"15,386,005","7,693,002,500","500",원(KRW),042-930-3300,대전 대덕구 문평동 41-5 ,2046
542,115390,락앤락,032202,플라스틱제품 제조업,"55,000,000","27,500,000,000","500",원(KRW),02-520-9539,충청남도 아산시  선장면 삽교천로 104  (주)락앤락,2046
543,200350,래몽래인,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","1,804,417","902,208,500","500",원(KRW),027619978,서울특별시 강남구 봉은사로 214레드페이스 빌딩 5층 ,2046
544,171010,램테크놀러지,032001,기초화학물질 제조업,"11,382,966","5,691,483,000","500",원(KRW),031-323-1119,경기도 용인시 처인구  양지면 주북로 285 ,2046
545,084650,랩지노믹스,137001,자연과학 및 공학 연구개발업,"4,280,076","2,140,038,000","500",원(KRW),031-628-0702,경기도 성남시 분당구 대왕판교로 700 (삼평동) 6층 ,2046
546,092590,럭스피아,032601,반도체 제조업,"7,291,098","3,645,549,000","500",원(KRW),070-8671-2530,"경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) ",2046
547,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"9,044,641","4,522,320,500","500",원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),2046
548,060300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","34,005,862","17,002,931,000","500",원(KRW),031-601-7900,경기도 성남시 분당구  구미로 8 분당 M타워 3층,2046
549,038390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000","500",원(KRW),02-2001-4563,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,2046
550,228850,레이언스,032701,의료용 기기 제조업,"16,591,014","8,295,507,000","500",원(KRW),031-8015-6420,경기도 화성시 삼성1로1길 14 &nbsp,2046
551,047440,레이젠,032602,전자부품 제조업,"16,618,129","8,309,064,500","500",원(KRW),031-650-1306,경상북도 칠곡군  왜관읍 공단로5길 18-24 ,2046
552,026040,로만손,033301,귀금속 및 장신용품 제조업,"16,503,790","8,684,795,000","500",원(KRW),02-2190-7085,서울특별시 송파구 양재대로62길 53 ,2046
553,090360,로보스타,032902,특수 목적용 기계 제조업,"7,800,000","3,900,000,000","500",원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,2046
554,016170,로엔,031802,기록매체 복제업,"25,291,705","12,645,852,500","500",원(KRW),02-2280-7700,서울특별시 강남구 테헤란로103길 17 ,2046
555,067730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000","500",원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,2046
556,071280,로체시스템즈,032801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","8,224,402","4,112,201,000","500",원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),2046
557,043710,로켓모바일,033309,그외 기타 제품 제조업,"18,055,387","9,027,693,500","500",원(KRW),032-724-3716,"인천광역시 부평구 부평대로329번길 42 3층(청천동, 인산빌딩)",2046
558,109960,로코조이,032604,통신 및 방송 장비 제조업,"16,922,486","8,461,243,000","500",원(KRW),02-6010-3119,서울특별시 강남구 테헤란로32길 26 청송빌딩(전층) ,2046
559,032350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,"30,263,349","15,131,674,500","500",원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),2046
560,000400,롯데손해보험,116501,보험업,"134,280,000","134,280,000,000","1,000",원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩 ,2046
561,023530,롯데쇼핑,074701,종합 소매업,"31,490,892","157,454,460,000","5,000",원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동) ,2046
562,004000,롯데정밀화학,032001,기초화학물질 제조업,"25,800,000","129,000,000,000","5,000",원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19 ,2046
563,004990,롯데제과,031007,기타 식품 제조업,"1,421,400","7,107,000,000","5,000",원(KRW),02-2670-6114,서울특별시 영등포구 양평로21길 10 ,2046
564,005300,롯데칠성음료,031102,비알콜음료 및 얼음 제조업,"1,237,203","6,786,015,000","5,000",원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15 ,2046
565,011170,롯데케미칼,032001,기초화학물질 제조업,"34,275,419","171,377,095,000","5,000",원(KRW),02-829-4114,서울특별시 동작구  보라매로5길 51 롯데타워 11층,2046
566,002270,롯데푸드,031005,낙농제품 및 식용빙과류 제조업,"1,369,436","6,847,180,000","5,000",원(KRW),02-2629-0114,서울특별시 영등포구  양평로21길 10 ,2046
567,071840,롯데하이마트,074703,정보통신장비 소매업,"23,607,712","118,038,560,000","5,000",원(KRW),02-2050-5000,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,2046
568,038060,루멘스,032601,반도체 제조업,"47,276,784","23,638,392,000","500",원(KRW),031-8033-1200,경기도 용인시 기흥구 원고매로 12 ,2046
569,082800,루미마이크로,032601,반도체 제조업,"37,937,500","18,968,750,000","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,2046
570,085370,루트로닉,032701,의료용 기기 제조업,"10,535,041","5,267,520,500","500",원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,2046
571,060240,룽투코리아,168505,일반 교습 학원,"18,280,000","9,490,000,000","500",원(KRW),02-2640-3530,"서울특별시 금천구  가산디지털1로 137 13층(가산동,IT캐슬 2차)",2046
572,042940,르네코,064203,전기 및 통신 공사업,"12,904,568","6,452,284,000","500",원(KRW),031 -995-7800,"경기도 고양시 일산동구  호수로 358-39 동문타워I (백석동,동문굿모닝타워1차6층)",2046
573,058470,리노공업,032602,전자부품 제조업,"15,242,370","7,621,185,000","500",원(KRW),(051)831-4931,부산광역시 강서구 미음산단로105번길 10 ,2046
574,039980,리노스,074704,"섬유, 의복, 신발 및 가죽제품 소매업","35,996,153","17,998,076,500","500",원(KRW),(02)3489-6800,서울특별시 서초구  효령로 317 대한건축사협회  5~6층,2046
575,016100,리더스코스메틱,032004,기타 화학제품 제조업,"17,939,517","8,969,758,500","500",원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,2046
576,197210,리드,032902,특수 목적용 기계 제조업,"5,121,038","2,560,519,000","500",원(KRW),031-324-0200,경기도 화성시  향남읍 발안공단로4길 118 &nbsp,2046
577,012700,리드코프,074607,기타 전문 도매업,"26,749,230","13,777,741,000","500",원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,2046
578,038340,리젠,074707,연료 소매업,"46,992,667","23,546,333,500","500",원(KRW),(02)3438-6900,서울특별시 서초구 강남대로 373 홍우빌딩 10층,2046
579,131100,리켐,032001,기초화학물질 제조업,"12,615,750","6,307,875,000","500",원(KRW),042-825-8630,충청남도 금산군 추부면 금산로 2423-16 리켐(주)- ,2046
580,042500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","14,586,878","7,293,439,000","500",원(KRW),02-6675-1251,서울특별시 구로구 디지털로 306 418호(구로동 대륭포스트타워2차 4층),2046
581,027740,마니커,031001,"도축, 육류 가공 및 저장 처리업","83,375,477","41,687,738,500","500",원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) ,2046
582,098120,마이크로컨텍솔,032602,전자부품 제조업,"8,312,766","4,156,383,000","500",원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,2046
583,035480,마제스타,189102,유원지 및 기타 오락관련 서비스업,"31,021,202","15,510,601,000","500",원(KRW),02-3011-9700,제주특별자치도 서귀포시 중문관광로72번길 75 (색달동),2046
584,038290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","8,917,579","4,458,789,500","500",원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,2046
585,204320,만도,033003,자동차 부품 제조업,"9,391,424","46,957,120,000","5,000",원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32 ,2046
586,001080,만호제강,032401,1차 철강 제조업,"4,150,000","4,150,000,000","1,000",원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71 ,2046
587,005990,매일유업,031005,낙농제품 및 식용빙과류 제조업,"13,578,608","6,789,304,000","500",원(KRW),02-2127-2035,서울특별시 종로구  율곡로 88 삼환빌딩 ,2046
588,127160,매직마이크로,032809,기타 전기장비 제조업,"6,222,125","3,111,062,500","500",원(KRW),070-8680-3792,부산광역시 해운대구 센텀중앙로 48 에이스하이테크21 207호 ,2046
589,093520,매커스,074605,기계장비 및 관련 물품 도매업,"16,133,092","8,066,546,000","500",원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,2046
590,141070,맥스로텍,032902,특수 목적용 기계 제조업,"12,295,709","6,147,854,500","500",원(KRW),053-584-6540,대구광역시 달서구  성서4차첨단로 25 ,2046
591,088980,맥쿼리인프라,116402,투자기관,"331,459,341","1,670,985,754,511","0",원(KRW),02-3705-8565,"서울특별시 중구 소공로 109 소공동, 한화빌딩 9층",2046
592,094800,맵스리얼티1,116402,투자기관,"92,834,331","464,171,655,000","0",원(KRW),02-769-7892,서울 영등포구 여의도동 미래에셋빌딩 45-1,2046
593,067280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500","500",원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,2046
594,072870,메가스터디,168505,일반 교습 학원,"4,016,291","2,008,145,500","500",원(KRW),02-6350-8400,"서울특별시 마포구 상암산로 3415층(상암동, 디지털큐브) ",2046
595,215200,메가스터디교육,168505,일반 교습 학원,"2,324,376","1,162,188,000","500",원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,2046
596,133750,메가엠디,168505,일반 교습 학원,"20,401,568","10,200,784,000","500",원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,2046
597,200580,메디쎄이,032701,의료용 기기 제조업,"3,478,159","1,739,079,500","500",원(KRW),031-879-0414,충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389),2046
598,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000","500",원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,2046
599,236340,메디젠휴먼케어,137001,자연과학 및 공학 연구개발업,"2,103,177","1,051,588,500","500",원(KRW),02-555-9808,"서울특별시 강남구 삼성로 352, 6층(대치동, 창진빌딩) ",2046
600,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,656,535","2,828,267,500","500",원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2046
601,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"7,832,603","3,916,301,500","500",원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,2046
602,065650,메디프론,074605,기계장비 및 관련 물품 도매업,"24,674,353","12,337,176,500","500",원(KRW),02-545-9277,"서울특별시 강서구  양천로 583 1401(염창동, 우림블루나인비즈니스센터에이동)",2046
